Ad Account ID,Ad Account Name,Inicio del informe,Fin del informe,Nombre de la campaña,Alcance,Impresiones,Comentarios de la publicación,Conversaciones con mensajes iniciadas,Clics (todos),Búsquedas,Visitas a la página de destino,Visualizaciones de contenido,Artículos agregados al carrito,Pagos iniciados,Compras,Valor de conversión de compras,Importe gastado (ARS)
"2,73E+19",Meta Ads,14/2/22,14/2/22, CONV <CC800>,5389,6320,1,,105,18,10,104,16,3,,,707
"2,73E+19",Meta Ads,15/2/22,15/2/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,13832,14151,1,,1087,3,429,106,,,,,1.109
"2,73E+19",Meta Ads,15/2/22,15/2/22, CONV <CC800>,10488,11905,,,168,10,8,87,5,1,1,26.352,921
"2,73E+19",Meta Ads,15/2/22,15/2/22,🧘‍♀  VenganDeAUno <CC1000>,2927,3683,,,81,,11,,,,,,692
"2,73E+19",Meta Ads,16/2/22,16/2/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,20668,22703,,,1775,9,731,199,1,,,,1.921
"2,73E+19",Meta Ads,16/2/22,16/2/22,🧘‍♀  VenganDeAUno <CC1000>,3500,5293,,,112,,17,,,,,,1.284
"2,73E+19",Meta Ads,16/2/22,16/2/22, CONV <CC800>,9657,11201,,,214,18,15,124,13,3,2,19.978,1.183
"2,73E+19",Meta Ads,17/2/22,17/2/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,20700,22683,,,2023,3,904,173,,,,,2.070
"2,73E+19",Meta Ads,17/2/22,17/2/22,🧘‍♀  VenganDeAUno <CC1000>,3436,5456,,,82,,28,,,,,,1.592
"2,73E+19",Meta Ads,17/2/22,17/2/22, CONV <CC800>,9878,11540,2,,247,3,37,113,7,1,,,1.203
"2,73E+19",Meta Ads,18/2/22,18/2/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,19768,21207,1,,1775,4,837,131,,,,,1.999
"2,73E+19",Meta Ads,18/2/22,18/2/22, CONV <CC800>,10386,12060,,,224,2,53,117,11,5,4,18.403,1.425
"2,73E+19",Meta Ads,18/2/22,18/2/22,🧘‍♀  VenganDeAUno <CC1000>,3186,4904,,,88,,25,,,,,,1.415
"2,73E+19",Meta Ads,19/2/22,19/2/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,22744,23496,,,1912,5,872,159,1,,,,1.936
"2,73E+19",Meta Ads,19/2/22,19/2/22,🧘‍♀  VenganDeAUno <CC1000>,3378,5132,,,125,,37,,,,,,1.443
"2,73E+19",Meta Ads,19/2/22,19/2/22, CONV <CC800>,9736,11376,,,249,1,50,127,3,,,,1.235
"2,73E+19",Meta Ads,20/2/22,20/2/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,25744,27521,,,2184,7,1004,199,2,,,,2.017
"2,73E+19",Meta Ads,20/2/22,20/2/22,🧘‍♀  VenganDeAUno <CC1000>,3794,5989,,,137,,43,,,,,,1.539
"2,73E+19",Meta Ads,20/2/22,20/2/22, CONV <CC800>,11520,13484,,,287,2,58,132,7,2,1,7.270,1.312
"2,73E+19",Meta Ads,21/2/22,21/2/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,24168,26427,1,,2083,8,927,195,1,1,,,2.012
"2,73E+19",Meta Ads,21/2/22,21/2/22,🧘‍♀  VenganDeAUno <CC1000>,2969,4600,,,62,,17,,,,,,1.221
"2,73E+19",Meta Ads,21/2/22,21/2/22, CONV <CC800>,5960,7146,1,,127,6,23,84,2,1,1,5.910,666
"2,73E+19",Meta Ads,22/2/22,22/2/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,7582,7783,,,656,2,336,63,,,,,654
"2,73E+19",Meta Ads,22/2/22,22/2/22,🧘‍♀  VenganDeAUno <CC1000>,1710,2228,,,31,,11,,,,,,558
"2,73E+19",Meta Ads,22/2/22,22/2/22, CONV <CC800>,2444,2700,,,56,7,13,46,,,,,261
"2,73E+19",Meta Ads,23/2/22,23/2/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,0,0,,,0,,2,1,,,,,0
"2,73E+19",Meta Ads,23/2/22,23/2/22, CONV <CC800>,0,0,,,0,,,6,,,,,0
"2,73E+19",Meta Ads,24/2/22,24/2/22,🧘‍♀  VenganDeAUno <CC1000>,2722,3626,1,,103,,24,,,,,,759
"2,73E+19",Meta Ads,24/2/22,24/2/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,8834,9130,1,,744,5,322,77,,,,,742
"2,73E+19",Meta Ads,24/2/22,24/2/22, CONV <CC800>,3498,3832,,,99,1,8,41,7,1,,,389
"2,73E+19",Meta Ads,25/2/22,25/2/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,24568,26883,,,2186,7,874,236,,,,,2.379
"2,73E+19",Meta Ads,25/2/22,25/2/22,🧘‍♀  VenganDeAUno <CC1000>,3240,4538,,,90,,26,,,,,,1.014
"2,73E+19",Meta Ads,25/2/22,25/2/22, CONV <CC800>,3016,3278,,,58,2,10,68,12,3,1,6.888,307
"2,73E+19",Meta Ads,26/2/22,26/2/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,31161,34188,1,,2904,8,1219,296,3,,,,2.937
"2,73E+19",Meta Ads,26/2/22,26/2/22,🧘‍♀  VenganDeAUno <CC1000>,3303,5156,,,105,,26,,,,,,1.399
"2,73E+19",Meta Ads,26/2/22,26/2/22, CONV <CC800>,5164,6035,,,120,13,26,69,14,2,2,27.665,698
"2,73E+19",Meta Ads,27/2/22,27/2/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,37320,41251,,,3406,15,1426,348,,,,,3.290
"2,73E+19",Meta Ads,27/2/22,27/2/22,🧘‍♀  VenganDeAUno <CC1000>,3532,5532,,,151,,54,,,,,,1.476
"2,73E+19",Meta Ads,27/2/22,27/2/22, CONV <CC800>,7146,8166,,,196,7,42,86,4,2,2,14.102,968
"2,73E+19",Meta Ads,28/2/22,28/2/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,15204,15995,1,,1241,2,579,160,1,,,,1.276
"2,73E+19",Meta Ads,28/2/22,28/2/22,🧘‍♀  VenganDeAUno <CC1000>,2407,3222,1,,87,,34,,,,,,1.004
"2,73E+19",Meta Ads,28/2/22,28/2/22, CONV <CC800>,3158,3448,,,86,15,17,71,7,5,2,19.960,381
"2,73E+19",Meta Ads,1/3/22,1/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,38617,42018,1,,2876,5,1144,256,1,,,,2.605
"2,73E+19",Meta Ads,1/3/22,1/3/22,🧘‍♀  VenganDeAUno <CC1000>,3896,5584,,,90,,30,,,,,,987
"2,73E+19",Meta Ads,1/3/22,1/3/22, CONV <CC800>,9290,10251,,,171,5,40,102,9,3,,,803
"2,73E+19",Meta Ads,2/3/22,2/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,43952,46710,3,,3214,7,1297,349,3,,,,3.110
"2,73E+19",Meta Ads,2/3/22,2/3/22,🧘‍♀  VenganDeAUno <CC1000>,3018,4922,,,83,,24,,,,,,1.164
"2,73E+19",Meta Ads,2/3/22,2/3/22, CONV <CC800>,6020,7222,,,120,3,26,51,15,2,1,9.590,652
"2,73E+19",Meta Ads,3/3/22,3/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,47680,51787,2,,3669,6,1434,435,,,,,3.452
"2,73E+19",Meta Ads,3/3/22,3/3/22,🧘‍♀  VenganDeAUno <CC1000>,2634,4350,,,93,,27,,,,,,1.157
"2,73E+19",Meta Ads,3/3/22,3/3/22, CONV <CC800>,4236,4995,,,116,9,21,58,9,2,2,7.921,524
"2,73E+19",Meta Ads,4/3/22,4/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,15704,16292,,,1192,6,527,145,,,,,1.069
"2,73E+19",Meta Ads,4/3/22,4/3/22,🧘‍♀  VenganDeAUno <CC1000>,1468,2006,,,30,,8,,,,,,537
"2,73E+19",Meta Ads,4/3/22,4/3/22, CONV <CC800>,1962,2199,,,35,2,4,35,9,2,2,11.951,245
"2,73E+19",Meta Ads,5/3/22,5/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,40064,43072,1,,3105,12,1268,362,3,2,,,2.980
"2,73E+19",Meta Ads,5/3/22,5/3/22,🧘‍♀  VenganDeAUno <CC1000>,2800,4014,,,91,,35,,,,,,924
"2,73E+19",Meta Ads,5/3/22,5/3/22, CONV <CC800>,4735,5426,,,105,3,26,75,9,3,2,10.072,534
"2,73E+19",Meta Ads,6/3/22,6/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,51664,56088,3,,4049,12,1670,431,1,,,,3.490
"2,73E+19",Meta Ads,6/3/22,6/3/22,🧘‍♀  VenganDeAUno <CC1000>,3604,5965,1,,139,,46,,,,,,1.666
"2,73E+19",Meta Ads,6/3/22,6/3/22, CONV <CC800>,7655,9215,,,194,5,47,98,3,3,1,6.622,1.142
"2,73E+19",Meta Ads,7/3/22,7/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,38296,39642,3,,2662,2,1079,325,3,,,,2.539
"2,73E+19",Meta Ads,7/3/22,7/3/22,🧘‍♀  VenganDeAUno <CC1000>,2565,4093,,,89,,32,,,,,,1.111
"2,73E+19",Meta Ads,7/3/22,7/3/22, CONV <CC800>,4623,5516,,,108,2,26,73,5,3,1,5.660,724
"2,73E+19",Meta Ads,8/3/22,8/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,21520,22209,1,,1390,1,331,83,,,,,1.506
"2,73E+19",Meta Ads,8/3/22,8/3/22,🧘‍♀  VenganDeAUno <CC1000>,1944,2354,,,43,,5,,,,,,418
"2,73E+19",Meta Ads,8/3/22,8/3/22, CONV <CC800>,2288,2492,,,37,,5,22,3,,,,176
"2,73E+19",Meta Ads,9/3/22,9/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,33432,36186,1,,2492,8,1040,339,4,,,,2.826
"2,73E+19",Meta Ads,9/3/22,9/3/22,🧘‍♀  VenganDeAUno <CC1000>,3361,5505,,,110,,36,,,,,,1.368
"2,73E+19",Meta Ads,9/3/22,9/3/22, CONV <CC800>,6152,7217,1,,129,12,26,71,6,1,1,11.720,791
"2,73E+19",Meta Ads,10/3/22,10/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,22584,22785,,,1557,,537,217,2,,,,1.732
"2,73E+19",Meta Ads,10/3/22,10/3/22,🧘‍♀  VenganDeAUno <CC1000>,1319,1659,,,38,,7,,,,,,302
"2,73E+19",Meta Ads,10/3/22,10/3/22, CONV <CC800>,1869,2090,,,47,,13,33,,,1,2.970,205
"2,73E+19",Meta Ads,11/3/22,11/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,34544,36886,2,,2579,10,1149,424,4,1,,,3.423
"2,73E+19",Meta Ads,11/3/22,11/3/22,🧘‍♀  VenganDeAUno <CC1000>,3066,5011,1,,127,,47,,,,,,1.544
"2,73E+19",Meta Ads,11/3/22,11/3/22, CONV <CC800>,4835,5965,,,147,9,17,77,25,10,3,30.700,1.107
"2,73E+19",Meta Ads,12/3/22,12/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,45753,49615,,,3301,15,1299,476,,,,,4.267
"2,73E+19",Meta Ads,12/3/22,12/3/22,🧘‍♀  VenganDeAUno <CC1000>,2912,4460,,,108,,48,,,,,,1.213
"2,73E+19",Meta Ads,12/3/22,12/3/22, CONV <CC800>,3947,4632,,,116,1,26,65,,,,,604
"2,73E+19",Meta Ads,13/3/22,13/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,43080,45769,2,,3173,6,1323,518,3,,,,3.726
"2,73E+19",Meta Ads,13/3/22,13/3/22,🧘‍♀  VenganDeAUno <CC1000>,3331,5579,1,,150,,49,,,,,,1.713
"2,73E+19",Meta Ads,13/3/22,13/3/22, CONV <CC800>,6994,8352,,,207,2,43,117,8,9,3,14.375,1.378
"2,73E+19",Meta Ads,14/3/22,14/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,43176,45558,2,,3123,,1039,602,3,2,1,6.480,4.328
"2,73E+19",Meta Ads,14/3/22,14/3/22,🧘‍♀  VenganDeAUno <CC1000>,2031,2750,,,79,,13,,,,,,560
"2,73E+19",Meta Ads,14/3/22,14/3/22, CONV <CC800>,2243,2534,,,64,12,11,32,2,1,,,311
"2,73E+19",Meta Ads,15/3/22,15/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,17760,18132,,,1249,,542,270,,,,,1.698
"2,73E+19",Meta Ads,15/3/22,15/3/22,🧘‍♀  VenganDeAUno <CC1000>,1689,2330,,,67,,30,,,,,,729
"2,73E+19",Meta Ads,15/3/22,15/3/22, CONV <CC800>,1472,1698,,,39,2,12,20,,,,,259
"2,73E+19",Meta Ads,16/3/22,16/3/22,🧘‍♀  VenganDeAUno <CC1000>,2857,4507,,,85,,24,,,,,,1.036
"2,73E+19",Meta Ads,16/3/22,16/3/22, CONV <CC800>,3791,4417,,,101,1,17,58,5,2,1,3.900,635
"2,73E+19",Meta Ads,16/3/22,16/3/22, TFCO - 3RA ETAPA NVA MARCA,6796,6879,,,498,,160,192,,,,,558
"2,73E+19",Meta Ads,16/3/22,16/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,0,0,,,0,,4,6,,,,,0
"2,73E+19",Meta Ads,17/3/22,17/3/22, TFCO - 3RA ETAPA NVA MARCA,17112,19930,2,,1455,,527,439,1,,,,1.822
"2,73E+19",Meta Ads,17/3/22,17/3/22,🧘‍♀  VenganDeAUno <CC1000>,2262,3858,,,92,,36,,,,,,1.042
"2,73E+19",Meta Ads,17/3/22,17/3/22, CONV <CC800>,5098,6461,,,153,4,25,135,11,6,2,34.330,864
"2,73E+19",Meta Ads,17/3/22,17/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,0,0,,,0,,,2,,,,,0
"2,73E+19",Meta Ads,18/3/22,18/3/22, CONV <CC800>,11348,14445,,,286,3,38,153,17,4,,,2.099
"2,73E+19",Meta Ads,18/3/22,18/3/22, TFCO - 3RA ETAPA NVA MARCA,13904,15844,,,1245,,524,295,,,,,1.739
"2,73E+19",Meta Ads,18/3/22,18/3/22,🧘‍♀  VenganDeAUno <CC1000>,2813,4863,,,91,,13,,,,,,1.196
"2,73E+19",Meta Ads,18/3/22,18/3/22, TFCO - DPA,1744,2106,,,59,,39,57,,,,,202
"2,73E+19",Meta Ads,18/3/22,18/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,0,0,,,0,,,4,1,,,,0
"2,73E+19",Meta Ads,19/3/22,19/3/22, TFCO - 3RA ETAPA NVA MARCA,13472,15359,,,1202,,511,314,,,,,1.785
"2,73E+19",Meta Ads,19/3/22,19/3/22, CONV <CC800>,7454,9516,1,,149,,19,77,2,2,2,6.297,1.304
"2,73E+19",Meta Ads,19/3/22,19/3/22,🧘‍♀  VenganDeAUno <CC1000>,3003,5155,,,74,,27,,,,,,1.210
"2,73E+19",Meta Ads,19/3/22,19/3/22, TFCO - DPA,2342,2780,,,73,,45,62,,,,,208
"2,73E+19",Meta Ads,19/3/22,19/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,0,0,,,0,,,2,,,,,0
"2,73E+19",Meta Ads,20/3/22,20/3/22, TFCO - 3RA ETAPA NVA MARCA,16756,19401,,,1388,2,584,367,,,,,1.870
"2,73E+19",Meta Ads,20/3/22,20/3/22, CONV <CC800>,10448,13100,,,262,,38,205,14,5,1,10.530,1.604
"2,73E+19",Meta Ads,20/3/22,20/3/22,🧘‍♀  VenganDeAUno <CC1000>,3392,6295,,,96,,32,,,,,,1.465
"2,73E+19",Meta Ads,20/3/22,20/3/22, TFCO - DPA,2115,2528,1,,87,,52,76,,,,,203
"2,73E+19",Meta Ads,20/3/22,20/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,0,0,,,0,,,2,,,,,0
"2,73E+19",Meta Ads,21/3/22,21/3/22, TFCO - 3RA ETAPA NVA MARCA,20496,23584,2,,1550,,673,231,,,,,1.904
"2,73E+19",Meta Ads,21/3/22,21/3/22, CONV <CC800>,9190,12103,,,228,4,38,170,15,7,5,36.818,1.301
"2,73E+19",Meta Ads,21/3/22,21/3/22,🧘‍♀  VenganDeAUno <CC1000>,2537,4928,1,,71,,26,,,,,,1.111
"2,73E+19",Meta Ads,21/3/22,21/3/22, TFCO - DPA,2042,2379,,,70,1,53,69,,,,,200
"2,73E+19",Meta Ads,21/3/22,21/3/22,🧘‍♀  TFCO - 2DA ETAPA NVA MARCA,0,0,,,0,,,1,,,,,0
"2,73E+19",Meta Ads,22/3/22,22/3/22, CONV <CC800>,10788,15423,,,294,2,72,203,14,2,2,4.923,2.011
"2,73E+19",Meta Ads,22/3/22,22/3/22, TFCO - 3RA ETAPA NVA MARCA,24552,28313,1,,1519,,726,123,,,,,1.878
"2,73E+19",Meta Ads,22/3/22,22/3/22,🧘‍♀  VenganDeAUno <CC1000>,1854,3454,,,51,,27,,,,,,704
"2,73E+19",Meta Ads,22/3/22,22/3/22, TFCO - DPA,2117,2600,,,81,,55,36,,,,,207
"2,73E+19",Meta Ads,23/3/22,23/3/22, CONV <CC800>,8946,12563,,,301,1,75,165,9,1,1,8.716,1.977
"2,73E+19",Meta Ads,23/3/22,23/3/22, TFCO - 3RA ETAPA NVA MARCA,28520,30582,1,,1651,,765,137,,,,,1.811
"2,73E+19",Meta Ads,23/3/22,23/3/22,🧘‍♀  VenganDeAUno <CC1000>,2042,3774,,,69,,17,,,,,,751
"2,73E+19",Meta Ads,23/3/22,23/3/22, TFCO - DPA,2793,3440,,,146,,80,31,,,,,198
"2,73E+19",Meta Ads,24/3/22,24/3/22, CONV <CC800>,10141,14266,,,283,8,54,240,24,6,3,21.361,1.962
"2,73E+19",Meta Ads,24/3/22,24/3/22, TFCO - 3RA ETAPA NVA MARCA,29456,31715,1,,1823,5,764,167,,,,,1.824
"2,73E+19",Meta Ads,24/3/22,24/3/22,🧘‍♀  VenganDeAUno <CC1000>,2377,4517,,,71,,25,,,,,,836
"2,73E+19",Meta Ads,24/3/22,24/3/22, TFCO - DPA,3890,4509,,,198,,133,23,,,,,202
"2,73E+19",Meta Ads,25/3/22,25/3/22, TFCO - 3RA ETAPA NVA MARCA,28945,31793,3,,1716,,742,200,,,,,1.800
"2,73E+19",Meta Ads,25/3/22,25/3/22, CONV <CC800>,7400,10981,,,248,5,45,141,13,5,2,22.261,1.603
"2,73E+19",Meta Ads,25/3/22,25/3/22,🧘‍♀  VenganDeAUno <CC1000>,1316,2289,,,29,,8,,,,,,429
"2,73E+19",Meta Ads,25/3/22,25/3/22, TFCO - DPA,4132,4535,,,234,,145,38,,,,,198
"2,73E+19",Meta Ads,26/3/22,26/3/22, CONV <CC800>,10138,14498,,,323,1,62,146,14,5,1,7.905,2.187
"2,73E+19",Meta Ads,26/3/22,26/3/22, TFCO - 3RA ETAPA NVA MARCA,35880,39197,1,,1625,,719,187,,,,,1.734
"2,73E+19",Meta Ads,26/3/22,26/3/22,🧘‍♀  VenganDeAUno <CC1000>,1353,2356,,,35,,12,,,,,,381
"2,73E+19",Meta Ads,26/3/22,26/3/22, TFCO - DPA,4818,5311,,,210,,127,29,,,,,193
"2,73E+19",Meta Ads,27/3/22,27/3/22, CONV <CC800>,12232,17406,1,,346,8,79,176,12,7,2,26.188,2.553
"2,73E+19",Meta Ads,27/3/22,27/3/22, TFCO - 3RA ETAPA NVA MARCA,30584,34120,1,,1828,,824,270,1,,,,1.904
"2,73E+19",Meta Ads,27/3/22,27/3/22,🧘‍♀  VenganDeAUno <CC1000>,2389,4351,,,85,,29,,,,,,720
"2,73E+19",Meta Ads,27/3/22,27/3/22, TFCO - DPA,4518,4916,,,219,,138,31,,,,,206
"2,73E+19",Meta Ads,28/3/22,28/3/22, CONV <CC800>,9000,13742,,,331,,80,204,25,13,3,26.012,2.111
"2,73E+19",Meta Ads,28/3/22,28/3/22, TFCO - 3RA ETAPA NVA MARCA,31440,34275,1,,1864,1,797,235,,,,,1.864
"2,73E+19",Meta Ads,28/3/22,28/3/22,🧘‍♀  VenganDeAUno <CC1000>,1518,2707,,,45,,17,,,,,,455
"2,73E+19",Meta Ads,28/3/22,28/3/22, TFCO - DPA,4871,5375,1,,244,,123,38,,,,,202
"2,73E+19",Meta Ads,29/3/22,29/3/22, CONV <CC800>,6868,10931,,,269,4,49,156,25,6,5,39.192,1.924
"2,73E+19",Meta Ads,29/3/22,29/3/22, TFCO - 3RA ETAPA NVA MARCA,24584,26080,1,,1499,,649,220,,,,,1.666
"2,73E+19",Meta Ads,29/3/22,29/3/22,🧘‍♀  VenganDeAUno <CC1000>,1097,1970,,,23,,8,,,,,,364
"2,73E+19",Meta Ads,29/3/22,29/3/22, TFCO - DPA,6394,6907,1,,281,,166,28,,,,,290
"2,73E+19",Meta Ads,30/3/22,30/3/22, CONV <CC800>,7392,11271,1,,253,2,50,133,15,6,4,15.816,1.791
"2,73E+19",Meta Ads,30/3/22,30/3/22, TFCO - 3RA ETAPA NVA MARCA,21380,23537,1,,1239,1,584,182,,,,,1.606
"2,73E+19",Meta Ads,30/3/22,30/3/22,🧘‍♀  VenganDeAUno <CC1000>,1333,2328,,,33,,14,,,,,,441
"2,73E+19",Meta Ads,30/3/22,30/3/22, TFCO - DPA,5802,6298,1,,231,,123,54,,,,,302
"2,73E+19",Meta Ads,31/3/22,31/3/22, CONV <CC800>,9234,13127,,,303,2,65,144,12,7,2,11.467,2.129
"2,73E+19",Meta Ads,31/3/22,31/3/22, TFCO - 3RA ETAPA NVA MARCA,19844,21507,1,,1229,,554,225,1,,,,1.678
"2,73E+19",Meta Ads,31/3/22,31/3/22,🧘‍♀  VenganDeAUno <CC1000>,1226,2123,,,29,,4,,,,,,406
"2,73E+19",Meta Ads,31/3/22,31/3/22, TFCO - DPA,5342,5969,,,211,,105,40,,,,,303
"2,73E+19",Meta Ads,1/4/22,1/4/22, CONV <CC800>,13900,20162,2,,507,1,121,349,32,8,4,42.297,2.857
"2,73E+19",Meta Ads,1/4/22,1/4/22, TFCO - 3RA ETAPA NVA MARCA,22920,25302,,,1524,1,621,238,,,,,1.560
"2,73E+19",Meta Ads,1/4/22,1/4/22,🧘‍♀  VenganDeAUno <CC1000>,1427,2405,,,66,,16,,,,,,427
"2,73E+19",Meta Ads,1/4/22,1/4/22, TFCO - DPA,7818,8901,,,219,,114,36,,,,,301
"2,73E+19",Meta Ads,1/4/22,1/4/22, DPA - OnlyRopa,92,97,,,5,,2,,,,,,26
"2,73E+19",Meta Ads,2/4/22,2/4/22, CONV <CC800>,12292,18524,,,389,3,92,249,25,5,,,2.646
"2,73E+19",Meta Ads,2/4/22,2/4/22, TFCO - 3RA ETAPA NVA MARCA,30344,32880,1,,1604,1,667,252,1,,,,1.548
"2,73E+19",Meta Ads,2/4/22,2/4/22,🧘‍♀  VenganDeAUno <CC1000>,1516,2547,,,56,,11,,,,,,612
"2,73E+19",Meta Ads,2/4/22,2/4/22, TFCO - DPA,10336,12206,,,385,,180,42,,,,,302
"2,73E+19",Meta Ads,2/4/22,2/4/22, DPA - OnlyRopa,774,1066,1,,20,,9,8,2,1,,,214
"2,73E+19",Meta Ads,3/4/22,3/4/22, CONV <CC800>,13392,20218,1,,422,,110,300,16,5,1,5.596,2.908
"2,73E+19",Meta Ads,3/4/22,3/4/22, TFCO - 3RA ETAPA NVA MARCA,29296,31757,1,,1788,1,787,213,,,,,1.619
"2,73E+19",Meta Ads,3/4/22,3/4/22,🧘‍♀  VenganDeAUno <CC1000>,1847,3254,,,96,,39,,,,,,666
"2,73E+19",Meta Ads,3/4/22,3/4/22, TFCO - DPA,9474,11202,3,,473,,208,56,,,,,324
"2,73E+19",Meta Ads,3/4/22,3/4/22, DPA - OnlyRopa,843,1143,,,19,,9,5,,,,,217
"2,73E+19",Meta Ads,4/4/22,4/4/22, CONV <CC800>,8010,12911,,,274,1,62,232,24,7,4,38.624,2.073
"2,73E+19",Meta Ads,4/4/22,4/4/22, TFCO - 3RA ETAPA NVA MARCA,25400,28876,1,,1557,,629,221,,,,,1.591
"2,73E+19",Meta Ads,4/4/22,4/4/22,🧘‍♀  VenganDeAUno <CC1000>,1585,2745,,,67,,29,,,,,,616
"2,73E+19",Meta Ads,4/4/22,4/4/22, TFCO - DPA,7858,9603,1,,356,,169,33,,,,,303
"2,73E+19",Meta Ads,4/4/22,4/4/22, DPA - OnlyRopa,741,1043,,,14,,8,4,,,,,207
"2,73E+19",Meta Ads,5/4/22,5/4/22, CONV <CC800>,9932,14360,,,308,2,71,187,12,4,3,10.366,2.130
"2,73E+19",Meta Ads,5/4/22,5/4/22, TFCO - 3RA ETAPA NVA MARCA,21124,23219,2,,1667,,614,215,,,,,1.559
"2,73E+19",Meta Ads,5/4/22,5/4/22,🧘‍♀  VenganDeAUno <CC1000>,1623,2847,2,,64,,25,,,,,,612
"2,73E+19",Meta Ads,5/4/22,5/4/22, TFCO - DPA,6908,8351,,,296,,171,9,,,,,302
"2,73E+19",Meta Ads,5/4/22,5/4/22, DPA - OnlyRopa,625,896,,,21,,7,13,,,,,203
"2,73E+19",Meta Ads,6/4/22,6/4/22, CONV <CC800>,8508,13590,,,312,1,50,163,24,4,,,2.226
"2,73E+19",Meta Ads,6/4/22,6/4/22, TFCO - 3RA ETAPA NVA MARCA,18660,20899,1,,1645,,696,152,,,,,1.580
"2,73E+19",Meta Ads,6/4/22,6/4/22,🧘‍♀  VenganDeAUno <CC1000>,1721,3176,,,99,,32,,,,,,759
"2,73E+19",Meta Ads,6/4/22,6/4/22, TFCO - DPA,9112,10820,2,,379,,218,13,,,,,298
"2,73E+19",Meta Ads,6/4/22,6/4/22, DPA - OnlyRopa,646,893,,,9,,7,,,,,,197
"2,73E+19",Meta Ads,7/4/22,7/4/22, CONV <CC800>,10772,13792,,,372,2,52,192,19,10,3,15.444,2.143
"2,73E+19",Meta Ads,7/4/22,7/4/22, TFCO - 3RA ETAPA NVA MARCA,18484,20145,,,1403,,615,146,,,,,1.476
"2,73E+19",Meta Ads,7/4/22,7/4/22,🧘‍♀  VenganDeAUno <CC1000>,1478,2429,1,,58,,17,,,,,,624
"2,73E+19",Meta Ads,7/4/22,7/4/22, TFCO - DPA,11472,12947,1,,345,1,215,2,,,,,295
"2,73E+19",Meta Ads,7/4/22,7/4/22, DPA - OnlyRopa,696,880,,,14,,4,2,,,,,191
"2,73E+19",Meta Ads,8/4/22,8/4/22, CONV <CC800>,10260,13020,1,,302,1,58,138,2,,,,1.925
"2,73E+19",Meta Ads,8/4/22,8/4/22, TFCO - 3RA ETAPA NVA MARCA,22384,24232,3,,1288,,570,144,,,,,1.428
"2,73E+19",Meta Ads,8/4/22,8/4/22,🧘‍♀  VenganDeAUno <CC1000>,1777,2843,,,70,,25,,,,,,757
"2,73E+19",Meta Ads,8/4/22,8/4/22, TFCO - DPA,11488,12242,2,,453,,260,12,,,,,288
"2,73E+19",Meta Ads,8/4/22,8/4/22, DPA - OnlyRopa,1048,1214,,,36,,16,12,5,1,1,16.670,190
"2,73E+19",Meta Ads,9/4/22,9/4/22, CONV <CC800>,9996,12170,,,283,,55,158,5,3,1,7.604,1.799
"2,73E+19",Meta Ads,9/4/22,9/4/22, TFCO - 3RA ETAPA NVA MARCA,26704,27463,,,1403,,630,152,,,,,1.537
"2,73E+19",Meta Ads,9/4/22,9/4/22,🧘‍♀  VenganDeAUno <CC1000>,1748,2722,,,57,,18,,,,,,717
"2,73E+19",Meta Ads,9/4/22,9/4/22, TFCO - DPA,10384,10742,6,,443,,230,12,,,,,289
